ticketid,use_date,start_time,end_time,assignment,comments,repname,repsign,vendorsign,sign_date,equipmentid_id,incidentid_id,vendorid_id
52,2019-02-17 07:37:40,2019-03-31 05:32:45,2019-01-24 02:48:00,cut brush,poor,Dodi Murrigans,Fara Vescovini,Thaine Bigglestone,2019-02-05 10:28:34,20,62,6
58,2018-07-28 21:57:30,2018-11-26 00:26:13,2019-01-13 13:52:58,monitor crews,unacceptable,Dennet Kearford,Sorcha Harcase,Cordelia Portam,2018-09-22 16:30:01,1,49,22
28,2018-10-20 14:04:54,2019-03-22 15:53:33,2018-11-22 13:59:04,monitor crews,exceptional,Donnamarie Tomkys,Rock Bracken,Homerus Bixley,2019-03-23 02:04:37,38,92,82
36,2018-08-20 03:35:30,2018-08-16 13:55:10,2019-04-07 13:17:31,monitor crews,great,Lindsay Ceney,Gregoor Hightown,Robina Samms,2018-10-04 10:24:25,51,57,53
9,2018-06-11 10:57:57,2018-07-03 14:30:23,2018-09-29 23:11:43,cut brush,poor,Mannie Dowears,Sollie Crosoer,Modestia Tschursch,2018-08-23 01:57:27,98,83,90
50,2019-02-01 02:28:43,2019-02-27 06:17:53,2018-07-31 23:39:51,monitor crews,poor,Eward Sonnenschein,Ham McArley,Ibbie Carabine,2018-11-24 22:18:18,63,28,93
1,2018-09-06 03:39:57,2018-07-20 12:40:52,2018-10-03 18:47:20,monitor crews,great,Bartlet Crathorne,Constanta Wherrit,Millicent Backen,2019-02-02 16:53:07,49,8,67
30,2018-10-04 02:30:10,2018-04-13 17:03:44,2018-04-18 18:45:00,monitor crews,unacceptable,Hettie Chatteris,Dannel Stivers,Izabel Asel,2018-09-01 11:07:52,96,96,34
99,2018-08-21 22:44:38,2018-11-29 08:37:04,2018-05-31 16:59:41,water,great,Cary Garfirth,Alden Targett,Lane Beaby,2018-11-01 22:53:24,77,55,61
38,2019-02-17 05:51:34,2019-01-17 19:11:16,2018-05-09 12:09:18,monitor crews,poor,Dorry Gamlyn,Tana Greeve,Joshuah Izak,2018-09-26 02:04:26,62,83,89
3,2018-08-11 23:17:51,2018-06-04 18:24:42,2018-12-22 05:38:16,cut brush,exceptional,Darby Rodinger,Garey Ormston,Don Vargas,2018-09-22 16:13:40,53,74,77
28,2018-07-20 03:52:50,2018-07-02 10:42:32,2018-11-11 13:35:45,monitor crews,great,Eulalie Ornils,Rosalind Treversh,Amil Huygen,2018-06-16 01:21:31,97,12,96
11,2019-02-17 18:50:34,2018-08-01 23:16:03,2019-01-11 07:44:50,water,poor,Salvador Redwood,Tallulah Squelch,Eveleen Shapcott,2018-07-04 05:05:12,29,15,37
78,2018-12-25 01:34:49,2018-06-23 02:31:46,2018-10-23 13:27:26,monitor crews,poor,Arin Fellgett,Lissy Ambrogioli,Lexi Gravatt,2018-08-09 21:56:03,74,64,30
90,2018-04-28 22:54:25,2018-06-21 07:29:27,2018-06-28 08:42:43,water,unacceptable,Jilleen Agglione,Ludwig Spinello,Blaine Megarry,2019-02-26 00:30:17,29,76,73
32,2019-01-21 11:58:02,2019-04-09 07:22:54,2018-07-10 16:29:48,water,poor,Liz Sumption,Marcellina Tregona,Chad Noni,2018-06-04 07:28:55,23,81,25
26,2019-01-08 21:03:15,2018-08-08 07:24:34,2018-04-23 07:52:47,water,unacceptable,Rachel Edelheit,Jarrad Hapke,Josselyn Warrington,2018-05-01 00:01:26,90,92,100
90,2018-08-12 05:03:50,2018-08-05 05:55:26,2018-06-10 10:49:47,cut brush,poor,Isadore Simonyi,Nap Olyonov,Marena Heggie,2018-09-16 13:32:38,44,16,49
98,2018-12-07 10:58:57,2018-04-11 04:32:57,2018-07-30 14:55:11,monitor crews,great,Dicky Indgs,Rinaldo Vile,Noelani Ambrosetti,2019-02-12 01:55:03,3,27,73
60,2019-02-22 12:21:32,2018-12-26 23:22:07,2018-10-28 01:49:41,monitor crews,exceptional,Kennan Raittie,Oralie Robic,Myer McWard,2018-05-11 22:38:50,88,29,45
13,2018-11-24 13:26:44,2019-01-25 09:02:55,2018-05-27 03:31:40,cut brush,great,Gabriele Linzey,Jess Quemby,Jonis O' Reagan,2018-12-26 04:03:01,51,22,49
94,2018-08-21 10:11:20,2018-07-23 21:24:41,2019-01-26 01:08:01,cut brush,great,Mair Yablsley,Nathanial Hattrick,Steffane Nuscha,2018-12-07 15:27:54,44,34,80
81,2018-05-16 21:51:02,2018-08-25 15:31:46,2019-01-10 21:20:32,water,exceptional,Elijah Boggis,Gillian Miettinen,Tybalt Kliment,2018-07-28 05:17:58,14,26,49
42,2018-05-14 00:49:31,2018-12-24 18:36:36,2019-03-02 09:02:42,water,exceptional,Domini Rival,Hans Crowhurst,Xenos Robberecht,2018-07-14 07:54:01,33,16,84
36,2018-09-02 04:12:14,2018-09-14 02:37:46,2018-09-27 01:20:37,cut brush,great,Zared Goare,Susana Shill,Frederich Gilffillan,2018-05-14 00:29:42,89,89,76
52,2018-09-14 03:21:15,2018-08-31 04:59:37,2019-01-13 07:17:46,cut brush,poor,Herby Mecchi,Geoffry Cicchelli,Lyssa Hemms,2019-02-26 12:59:05,19,52,39
63,2018-10-20 18:52:57,2018-08-01 22:52:19,2019-02-20 07:59:54,cut brush,great,Britney Syncke,Sherie Odgaard,Fields Critzen,2018-06-20 03:55:13,52,89,81
83,2018-10-20 09:18:57,2018-06-29 11:52:34,2018-10-28 13:55:47,water,great,Piper Moisey,Megan Barnewell,Parke Bice,2018-12-26 17:45:48,65,82,26
46,2018-09-15 16:31:12,2018-06-07 09:32:52,2018-09-16 15:17:21,monitor crews,unacceptable,Lancelot Eakle,Talyah Lounds,Sunshine Wollers,2018-04-19 20:55:05,7,53,55
40,2019-01-15 10:05:40,2018-08-14 06:38:57,2019-01-27 21:32:07,cut brush,exceptional,Glynda Stow,Eleni Elletson,Coleen Huot,2018-09-14 20:00:43,39,65,27
68,2018-12-19 12:14:03,2019-02-04 02:30:20,2018-06-12 14:30:01,water,great,Aurel Tetford,Yorgos Pinock,Fifine Havock,2019-01-02 18:16:14,95,87,61
2,2019-03-29 02:16:07,2018-07-09 12:49:14,2018-05-27 23:17:02,cut brush,poor,Herta Drugan,Jacquenette Bilham,Cosimo Moralee,2018-06-27 08:31:51,40,7,52
4,2019-03-15 06:31:08,2018-07-22 07:38:20,2018-10-30 07:03:32,monitor crews,poor,Georgie Haggard,Braden O'Carmody,Thorin Craighill,2018-11-10 13:06:38,18,3,14
90,2018-07-24 15:12:31,2019-02-06 02:00:54,2018-10-19 15:30:52,monitor crews,poor,Erie Ffrench,Hoebart Sawter,Karlotta Janiak,2019-03-27 09:52:27,13,67,23
10,2019-02-08 07:53:13,2018-10-09 01:36:55,2019-02-28 07:26:49,cut brush,unacceptable,Dorothy Capron,Brandie Gribbin,Ram Botley,2019-03-03 19:51:22,7,4,67
75,2019-01-25 06:15:52,2018-05-07 03:41:15,2019-02-02 08:58:05,cut brush,unacceptable,Brocky Giacometti,Marji Coite,Parke Adshede,2019-03-12 09:31:34,14,72,76
61,2018-10-02 13:11:35,2019-02-01 10:11:10,2019-03-02 08:10:37,monitor crews,poor,Lenci Dundon,Maddie Barnet,Cesare Haddick,2018-05-03 18:26:44,78,46,17
52,2018-08-09 10:34:44,2018-12-31 23:35:21,2019-04-03 09:59:49,monitor crews,poor,Betsey Woodger,Hyman Turmel,Ruddy Rotherham,2018-07-25 22:01:31,73,55,18
54,2019-01-04 18:09:30,2018-04-27 18:39:16,2018-05-06 21:44:28,water,unacceptable,Archy Boosey,Andie Galbreath,Orlan Cockson,2018-12-01 08:35:30,84,91,85
59,2018-11-26 02:24:55,2018-08-24 18:30:02,2018-08-19 09:02:39,water,great,Phillida Hincks,Lucine Flaune,Augustus Streeton,2019-01-16 11:30:25,33,30,20
2,2018-06-15 04:06:10,2019-02-27 14:53:49,2018-12-02 05:25:52,monitor crews,poor,Abbye Harhoff,Claire Danilyuk,Molli Sivills,2018-09-04 16:46:33,55,64,67
5,2019-01-03 00:43:03,2018-06-04 11:25:15,2019-01-14 22:56:10,monitor crews,great,Mavis Kubica,Silvanus Everleigh,Darda Punyer,2019-01-23 05:30:06,38,43,5
81,2019-01-07 00:52:01,2018-05-07 04:05:23,2019-04-06 08:39:01,cut brush,unacceptable,Phip Manston,Orion Danzig,Frank Dell Casa,2018-08-15 20:38:29,24,52,84
14,2018-11-23 10:33:59,2018-05-31 11:54:36,2018-09-19 08:53:36,water,poor,Riannon Inggall,Spike Mack,Graham Magister,2018-12-05 12:34:34,50,19,51
90,2018-04-26 22:00:20,2019-03-23 23:12:49,2018-05-08 05:45:09,water,exceptional,Fernanda Faulconer,Carlen Fishpond,Winfred Enderlein,2019-03-21 19:04:03,8,95,9
28,2018-11-22 09:14:22,2018-10-04 07:40:57,2018-09-18 05:20:58,cut brush,poor,Murry Giovannazzi,Wells Reichelt,Delila Bauchop,2018-06-05 00:55:39,51,79,44
67,2018-12-13 08:30:23,2018-10-01 06:13:55,2018-10-13 04:07:35,monitor crews,exceptional,Minda Michurin,Christie Farlam,Fifine Bim,2018-05-19 19:51:18,99,72,21
70,2018-06-14 09:43:24,2019-01-14 18:04:28,2018-09-20 14:44:41,water,great,Modestia Massey,Stefano Littley,Gypsy Blunkett,2018-12-23 13:34:24,85,31,1
48,2018-06-27 08:51:40,2018-07-24 16:23:52,2018-06-24 12:30:19,water,exceptional,Monty Whild,Hakeem Ingolotti,Calvin Dunbobbin,2018-07-05 04:03:07,50,95,100
51,2018-07-02 08:23:43,2019-02-17 17:23:11,2018-05-10 20:25:05,cut brush,poor,Nathalia Doughty,Caritta Warder,Melvin Vasyukhichev,2018-12-17 16:47:34,44,72,88
53,2018-09-06 07:00:58,2018-04-14 03:14:55,2018-07-26 21:25:52,water,exceptional,Brett Goldup,Rutger Debney,Jasmine Parmeter,2018-07-27 07:39:12,82,29,32
12,2019-01-04 11:37:20,2018-09-13 13:20:29,2018-05-13 19:07:09,monitor crews,great,Sebastien Joselovitch,Dorey Eskrigge,Xena Blinkhorn,2018-09-04 06:05:35,91,12,43
9,2018-08-07 22:04:41,2018-06-12 01:48:34,2018-09-26 00:00:18,water,poor,Nelly Sexton,Northrup Ganforth,Pascale Klousner,2018-05-07 18:33:23,75,12,56
61,2018-10-01 05:52:31,2019-01-29 05:33:19,2018-12-06 04:22:44,water,poor,Harrison Peterkin,Rik Jannasch,Yvonne Gieves,2018-06-30 06:39:35,77,100,21
76,2018-10-16 10:48:13,2018-07-12 23:52:12,2019-01-15 11:28:29,cut brush,poor,Gus Stallon,Shane Gladwin,Dinny Jankovsky,2018-07-14 18:59:42,5,4,7
100,2018-07-18 05:06:50,2019-02-28 00:06:54,2018-07-12 13:49:45,water,poor,Etti Heims,Riki Crudgington,Antonius Ferns,2019-03-06 00:10:08,8,24,79
57,2019-02-26 03:20:03,2019-03-05 18:32:19,2018-08-09 23:23:52,monitor crews,unacceptable,Belicia Bohden,Derrick Siddall,Sayer Mincher,2018-06-13 10:38:54,23,11,73
62,2018-10-13 00:06:14,2019-03-20 00:36:24,2018-08-15 16:17:50,water,poor,Annabal McClinton,Roberta Addionisio,Harwilll Stubbert,2018-04-19 18:12:42,30,33,6
66,2018-11-18 10:24:01,2018-08-20 16:52:35,2019-01-17 08:12:13,water,unacceptable,Brion Duthy,Hashim MacAndrew,Wendeline Tennet,2018-04-19 19:43:25,58,12,77
24,2018-08-05 17:15:52,2018-10-20 16:43:32,2019-02-22 06:59:18,water,great,Nanni Coller,Grazia Paynton,Helsa Jakucewicz,2019-04-05 07:58:27,60,8,60
5,2018-11-10 16:48:03,2018-04-30 14:32:14,2019-03-21 15:53:38,water,poor,Weidar Oldaker,Gerti McKeurtan,Cobb Mulbry,2018-06-19 11:42:23,22,49,17
12,2018-06-01 03:56:10,2019-02-18 02:18:10,2018-05-23 17:19:07,water,poor,Tony Gunthorpe,Caroline McCord,Vite Wheble,2018-10-22 16:16:41,91,48,100
68,2019-01-01 05:50:53,2018-04-26 18:19:40,2018-07-11 02:02:35,cut brush,unacceptable,Baldwin Lerohan,Tynan Leeming,Court Bourcq,2018-11-09 15:11:31,84,51,85
83,2018-05-14 02:31:09,2018-11-11 06:02:25,2018-09-17 17:16:56,water,exceptional,See Pury,Domingo Leftridge,Zoe Cosins,2018-11-01 00:09:33,62,58,79
25,2018-06-18 21:46:44,2019-01-17 14:04:52,2018-08-01 08:37:44,monitor crews,poor,Ive Sconce,Dilly Cairns,Patrice Pear,2018-06-24 09:09:45,26,88,40
46,2019-01-20 03:35:16,2018-04-17 23:39:58,2019-01-15 16:20:12,monitor crews,unacceptable,Tiffani Arons,Katleen Downer,Stevie Eate,2019-01-08 07:57:31,94,15,42
28,2018-08-18 20:07:41,2018-10-25 03:27:12,2018-05-14 03:31:25,cut brush,poor,Osgood Leaton,Nicol Keble,Thaddeus Bradnam,2019-01-08 09:20:20,20,93,98
71,2018-10-14 12:47:44,2018-12-18 06:51:14,2018-12-27 00:18:37,water,exceptional,Jan Burl,Jeremie Whyatt,Noni Amis,2018-05-06 19:50:54,36,31,3
79,2018-10-09 18:40:39,2019-04-09 16:03:48,2018-06-12 17:32:57,water,poor,Rollin Batecok,Leland Walkingshaw,Susie Blaisdell,2018-05-03 18:37:30,70,53,82
2,2018-10-01 23:05:31,2018-09-18 00:13:58,2018-04-14 08:52:26,monitor crews,unacceptable,Gabriele Pestell,Gisele Lambricht,Bernardo Damant,2019-01-01 04:09:38,37,86,81
82,2019-03-06 20:33:20,2018-08-21 22:28:30,2018-09-02 20:53:59,monitor crews,exceptional,Somerset Cescoti,Gordy Littrick,Aldridge MacLachlan,2018-08-05 23:06:48,96,18,76
65,2019-03-15 04:02:18,2018-07-28 13:17:36,2018-07-18 11:25:24,monitor crews,great,Keelby Meininking,Elicia Assandri,Lowe Alyoshin,2018-05-15 14:21:22,18,58,56
19,2018-11-12 00:54:49,2018-10-14 11:18:30,2019-03-24 08:21:27,water,poor,Sayer Vern,Corina Portinari,Jaquith L'Hommee,2018-07-12 00:10:12,47,23,42
56,2019-02-04 11:35:56,2018-10-28 12:10:08,2018-05-28 04:53:07,monitor crews,great,Inglebert Schimank,Chas Symson,Maura Barns,2018-07-18 08:51:53,95,28,42
81,2019-03-18 21:09:36,2019-02-05 18:38:40,2019-01-25 14:37:23,cut brush,poor,Enrique McOrkil,Travus Hadye,Shelia Bortoloni,2018-05-05 05:49:22,74,72,36
52,2018-04-12 10:45:21,2018-08-23 17:27:53,2018-12-02 20:19:53,water,great,Herman Jolliss,Agustin Scay,Pollyanna O'Garmen,2019-02-23 17:15:30,41,33,50
6,2018-05-15 19:31:11,2018-05-30 02:28:57,2019-02-20 00:34:37,water,unacceptable,Miof mela Sinderson,Angel Schulke,Isiahi Wellum,2018-10-06 00:58:27,59,86,85
18,2018-04-27 13:13:50,2019-03-24 04:26:08,2018-04-15 22:24:44,monitor crews,poor,Tildy Brunsen,Tory Coleborn,Arlen Hallard,2019-03-26 18:34:04,69,99,89
32,2018-09-15 02:27:36,2018-06-16 21:59:15,2018-09-29 05:02:33,monitor crews,great,Easter Younghusband,Phylys Proby,Diego Santora,2018-04-21 07:08:22,74,36,14
31,2019-04-04 22:38:53,2019-01-02 00:23:07,2018-09-27 06:07:56,water,exceptional,Roderigo Overlow,Karina Kinnon,Leese Dabernott,2018-05-16 11:44:21,24,65,31
36,2018-06-20 21:39:29,2018-06-30 22:27:37,2018-08-19 08:32:45,monitor crews,poor,Winonah Presnell,Bettina Langley,Shanan O' Finan,2018-10-20 02:20:10,59,64,95
95,2018-09-13 08:36:26,2018-07-13 21:18:05,2018-12-04 01:34:56,monitor crews,poor,Rachael Paulet,Sonya Hehl,Weber Durden,2019-01-01 03:11:55,65,21,16
45,2018-08-10 03:50:25,2018-12-20 22:44:31,2018-04-16 04:51:03,water,exceptional,Bernete Brierton,Thea Ridger,Katinka Priddis,2018-11-01 06:10:01,85,94,90
99,2018-06-13 07:33:42,2018-09-25 04:05:44,2018-06-07 21:11:37,water,unacceptable,Dewain Vasyaev,Alphard Finicj,Barbabas Simonnot,2019-03-21 06:10:07,48,30,97
82,2018-10-21 20:07:15,2018-08-10 03:11:59,2018-12-31 04:10:36,water,great,Humfried Brundill,Bil Rarity,Julietta Dight,2018-07-28 23:00:45,20,33,51
48,2018-07-04 03:16:17,2019-01-07 17:20:10,2019-03-15 05:49:34,water,great,Clo Ruckledge,Berenice Middler,Ludovika Staite,2018-08-15 19:33:11,39,52,91
39,2018-11-05 21:51:15,2019-03-04 04:04:54,2018-08-25 09:29:06,cut brush,exceptional,Cherey De Mitri,Miles Skitch,Leta Syversen,2018-12-04 07:55:44,62,91,59
74,2019-04-07 06:30:33,2019-02-14 19:35:30,2018-07-31 17:25:01,monitor crews,great,Nedi Barrable,Winthrop Harefoot,Montgomery Parmley,2019-03-10 00:45:32,5,86,75
43,2019-01-16 10:59:40,2018-05-11 23:06:20,2019-04-10 20:18:27,monitor crews,great,Aubert McConnal,Kippy Vedeneev,Izaak Bechley,2018-09-28 17:23:50,20,73,100
35,2018-04-20 22:10:08,2019-01-06 16:24:40,2018-06-23 00:40:33,water,poor,Tabbie Reinbeck,Ricard Kerwin,Jenine Dallon,2018-06-25 19:13:15,46,7,45
3,2018-09-25 21:31:47,2018-06-16 00:56:56,2018-05-22 04:39:15,cut brush,poor,Shauna Swinglehurst,Shaine Bagnell,Francoise Lamputt,2018-05-23 14:30:24,18,3,57
33,2018-09-28 15:32:06,2019-01-18 01:21:24,2018-11-23 07:43:30,cut brush,exceptional,Amelie Chase,Gillie Mulqueeny,Karyl Matschke,2018-09-10 06:20:01,45,39,30
61,2019-03-25 07:14:55,2018-05-07 18:31:19,2019-02-18 03:25:56,monitor crews,poor,Thaxter Statersfield,Udall Reven,Enoch Orlton,2018-07-10 09:23:57,23,37,68
88,2018-09-02 09:05:09,2018-06-21 23:12:32,2018-12-30 06:35:17,water,exceptional,Lotti Caulton,Orin Desvignes,Lock Castree,2018-08-27 11:00:11,97,34,89
17,2018-07-29 02:36:38,2019-02-01 07:06:49,2018-04-27 02:46:33,monitor crews,exceptional,Freddy Brumbye,Elsa Whiting,Curtice Tondeur,2019-01-29 12:53:08,92,4,32
76,2019-01-12 17:42:38,2018-10-30 23:38:18,2018-08-28 03:10:42,monitor crews,great,Bonita Woodley,Veronique Hyam,Jelene O'Dowgaine,2018-10-19 05:41:00,70,56,33
22,2018-07-11 21:46:04,2018-09-29 18:03:21,2019-04-01 19:39:45,monitor crews,exceptional,Arabella MacColgan,Druci Mayworth,Randell Spencock,2018-04-25 15:41:39,15,39,26
89,2018-10-05 22:27:55,2018-12-19 19:47:30,2018-11-26 04:57:52,water,exceptional,Ilyse Brampton,Beauregard Mark,Gerti McMoyer,2019-03-19 03:53:46,6,20,74
80,2018-10-11 09:35:37,2019-01-05 22:16:47,2019-03-13 04:45:15,monitor crews,great,Leisha Girardot,Gardy Matanin,Sydney Tweed,2018-10-01 06:10:55,6,82,69
49,2018-05-28 11:10:19,2019-03-12 16:48:17,2019-01-25 13:51:35,water,exceptional,Trip La Croce,Tanney Atherton,Stevena Minogue,2019-02-04 16:12:37,61,64,61
56,2018-12-22 13:36:26,2018-07-21 19:05:48,2018-08-02 19:02:39,monitor crews,poor,Glenden Bere,Casie Guiot,Cherilynn Vidgen,2018-12-19 20:43:33,70,62,56
34,2018-09-07 21:51:33,2018-12-06 07:18:01,2019-02-11 09:58:23,water,unacceptable,Mayor Cundy,Gaelan Jurca,Torr Sweetland,2019-01-01 05:59:14,72,69,56
88,2018-10-16 16:37:04,2019-02-05 15:42:33,2018-07-11 19:39:57,water,great,Jase Fenkel,Kyla Petyakov,Lilly Penhearow,2018-09-23 15:06:26,61,5,50
25,2018-10-18 02:26:12,2018-06-19 20:16:13,2018-07-03 15:20:27,cut brush,unacceptable,Jelene Conrard,Candide Eversley,Gretta Corfield,2019-03-19 17:26:21,56,34,9
40,2019-03-26 07:25:29,2018-05-07 18:01:18,2018-08-29 16:50:55,monitor crews,poor,Bonnie Beament,Abigail Slimme,Livy Yelding,2018-09-09 08:48:35,90,54,66
19,2018-12-19 00:21:48,2018-12-31 08:14:41,2019-01-31 18:41:09,water,exceptional,Waldo Howell,Winny Biskup,Damaris Gabbatt,2019-02-03 20:55:52,70,45,58
100,2018-10-10 09:11:19,2018-07-30 20:58:04,2018-09-19 16:35:26,monitor crews,poor,Ariel Kearn,Babbie Klimczak,Jeana Chestle,2019-03-13 04:54:33,76,100,91
81,2018-05-08 16:43:06,2018-07-14 19:48:27,2019-03-25 17:32:35,water,exceptional,Samantha Sterte,Grover Wight,Hilliary De Courtney,2019-02-24 07:35:36,85,26,53
8,2018-12-07 18:05:15,2018-05-27 15:54:11,2018-10-28 09:00:17,cut brush,exceptional,Trevor Relfe,Koren Jakubovsky,Biron Dennant,2018-05-10 17:21:44,39,29,4
28,2018-09-15 09:34:51,2018-04-22 00:29:54,2018-05-17 10:29:18,monitor crews,exceptional,Louisette Eddisforth,Daphna Meiklem,Britteny Tydd,2019-01-06 02:53:30,77,96,34
65,2019-04-04 20:42:22,2018-11-13 07:52:34,2018-05-09 19:26:52,monitor crews,exceptional,Desi Crannage,Wren Karlik,Kathlin Bewick,2018-05-28 08:59:02,10,21,94
39,2018-07-06 03:19:41,2019-02-27 09:22:37,2018-11-06 17:15:33,monitor crews,great,Alyosha Hinkins,Melanie Paulet,Sid Heephy,2018-04-25 22:14:15,39,55,55
62,2018-07-01 05:26:41,2018-12-07 03:48:30,2018-10-04 21:50:32,monitor crews,exceptional,Cilka Britt,Francesca Stonnell,Nap Ravilus,2019-01-24 03:36:24,28,34,30
11,2019-03-18 19:30:26,2019-02-24 14:42:16,2019-02-09 05:26:19,cut brush,poor,Lilias Noir,Dorisa Forber,Marna Meeking,2018-05-22 07:42:28,6,29,85
66,2018-08-30 20:55:13,2018-10-18 01:23:22,2018-07-13 04:47:35,cut brush,great,Merralee Bankhurst,Chickie Kingzeth,Yoshi Symones,2018-08-23 22:54:46,32,97,9
69,2018-12-02 03:36:56,2018-08-12 05:51:04,2018-11-20 04:45:18,monitor crews,great,Orbadiah Rodrigues,Mahalia Gregorin,Audra Jozefowicz,2018-09-10 01:53:27,42,17,98
76,2018-10-26 03:10:23,2018-09-24 05:56:17,2018-05-10 08:50:41,cut brush,unacceptable,Yule Filippozzi,Sidonia Fellon,Alastair Dicke,2018-08-08 04:59:22,42,23,51
43,2018-04-20 09:36:02,2018-10-22 14:28:31,2018-08-19 17:05:17,water,unacceptable,Hyman Courteney,Rosco Di Bartolomeo,Heath Dallosso,2019-02-02 06:52:18,62,99,60
21,2019-01-01 15:04:25,2018-04-13 07:13:22,2018-12-03 19:51:24,water,unacceptable,Celia Woodfin,Ethel Tampin,Christye Ridel,2018-12-21 21:49:29,20,93,27
42,2019-02-12 05:42:01,2018-05-09 11:45:37,2018-07-09 04:00:15,water,exceptional,Page Ollet,Ferd Ashlee,Walden Warrington,2018-08-26 17:28:28,18,26,25
21,2018-05-06 10:35:09,2018-04-21 13:53:50,2018-07-29 06:53:14,water,great,Rob Shale,Maurine Lord,Lana Burchall,2018-12-20 07:02:55,17,24,90
47,2018-08-04 07:35:20,2018-06-28 09:22:22,2018-11-18 12:22:06,monitor crews,great,Valera Ladyman,Berrie Potten,Roosevelt Marmyon,2018-08-23 07:59:51,70,90,43
54,2018-07-18 06:53:37,2018-09-20 08:59:40,2018-05-05 00:53:25,monitor crews,exceptional,Tobias Haselden,Trescha Jewell,Martainn Brazener,2018-12-16 18:23:53,35,62,47
52,2018-07-31 16:26:26,2018-05-06 18:30:22,2019-01-29 23:03:29,monitor crews,poor,Tailor Cruces,Nealon Meriott,Newton Falla,2018-07-19 19:02:50,91,58,75
62,2019-03-08 17:56:44,2018-12-21 21:01:27,2018-09-24 08:39:27,water,poor,Jarrid Dowbekin,Lynea O'Carmody,Trey Tappington,2019-01-30 04:32:47,91,26,43
57,2018-06-13 07:39:46,2019-01-21 09:38:45,2018-06-06 20:32:18,cut brush,exceptional,Celka O'Siaghail,Susan Yewdell,Weylin Sealy,2018-08-31 06:05:24,43,58,86
72,2018-08-19 19:34:26,2018-06-22 14:37:36,2018-09-16 20:09:35,water,exceptional,Valerye Amort,Clovis Tuckerman,Frederico Hutley,2018-07-25 10:18:11,6,18,37
25,2019-01-19 14:35:57,2019-03-10 15:14:54,2018-06-17 13:50:30,monitor crews,exceptional,Vail Blackstone,Kori Davidavidovics,Olympe Breach,2018-11-30 18:57:48,42,94,74
42,2019-02-24 12:47:48,2018-05-11 00:42:38,2018-08-26 15:04:17,monitor crews,exceptional,Caria Crutch,Porter Farthin,Pierson Benoy,2018-06-11 17:50:25,4,45,39
48,2019-03-28 00:55:32,2019-02-21 18:42:25,2018-12-22 20:03:33,water,exceptional,Barb Haddock,Erica Fenech,Nils Bernth,2018-04-27 14:02:24,66,83,34
1,2019-02-18 21:17:19,2019-01-28 10:49:21,2018-11-24 17:09:09,cut brush,poor,Sigmund Jeandeau,Rolph Moles,Sibby Gatcliff,2019-02-03 19:25:08,80,19,89
67,2018-11-09 22:41:36,2018-07-12 09:07:11,2019-02-25 05:08:03,monitor crews,great,Allina Norcutt,Ingeberg Luney,Victoria Matthew,2018-06-16 16:17:43,36,33,65
39,2019-02-21 16:08:33,2018-08-05 16:19:46,2018-06-22 01:35:07,water,poor,Henrie Shipcott,Clary Alesio,Francis Farnsworth,2018-09-16 23:59:06,84,91,59
36,2018-08-05 14:17:43,2018-05-17 05:46:26,2018-04-14 16:18:49,water,poor,Farrah Boles,Dru Dunthorn,Sayers Saffin,2018-11-27 17:50:57,20,22,33
12,2018-05-06 05:10:08,2019-04-05 15:24:46,2018-07-29 15:03:27,water,unacceptable,Thurstan Breward,Randee Keaveney,Kizzie Cockley,2018-07-17 07:42:58,68,64,56
88,2019-03-25 19:50:05,2018-10-22 14:16:22,2018-07-31 00:11:54,monitor crews,unacceptable,Scott Rizzolo,Jillie Speddin,Greer McShirie,2018-07-10 13:13:00,29,82,99
61,2019-02-24 10:31:32,2019-01-28 19:14:48,2018-08-18 05:22:15,water,unacceptable,Fernande Nelson,Dasie Lacknor,Benita MacPhaden,2018-06-18 01:45:15,48,60,36
99,2018-04-22 01:10:38,2018-10-01 17:18:42,2018-05-17 18:38:38,water,unacceptable,Madeline Houlton,Pryce Braithwait,Kimberlee Agg,2018-09-28 20:08:21,60,48,24
16,2018-09-04 19:26:25,2018-07-01 03:34:02,2018-07-12 02:27:43,cut brush,unacceptable,Izaak Forrest,Courtney Legrice,Babara Gullifant,2018-07-14 23:02:28,54,43,18
84,2019-01-08 00:22:28,2018-11-19 17:34:07,2018-04-11 18:08:40,monitor crews,poor,Josiah Passby,Wyatan Pidgeon,Jone Rosensaft,2018-12-04 09:10:38,56,15,36
13,2018-12-06 03:45:20,2018-10-19 04:34:48,2018-09-26 22:43:17,monitor crews,unacceptable,Winston Harrema,Dannie Jochanany,Nicki Pinder,2018-10-18 10:58:03,4,51,13
2,2019-04-07 20:28:35,2019-03-09 21:24:38,2018-11-27 13:44:49,water,exceptional,Julienne Karlowicz,Conrade Lestor,Alistair Bundey,2019-03-13 02:31:44,62,11,86
81,2018-05-22 19:13:52,2018-11-27 14:31:36,2018-07-07 07:33:08,cut brush,great,Gherardo Ounsworth,Mikey Ingledew,Ramonda Sandells,2018-09-08 14:52:03,20,43,34
45,2019-03-08 15:26:05,2019-01-08 01:34:29,2018-09-30 00:16:57,water,great,Ezechiel Bodleigh,Melly Lindenstrauss,Jacynth Do,2018-06-27 15:03:04,36,84,6
43,2018-12-17 20:30:37,2019-02-22 00:27:54,2018-05-02 16:07:44,cut brush,great,Lanie Dach,Tuesday Saintsbury,Jenda Yarranton,2018-05-31 04:12:43,49,48,9
